factor,frequency,weighting,portfolio_type,return_gross,sharpe_gross,sortino_gross,max_dd,calmar,hit_rate,return_net,sharpe_net,avg_turnover,mean_ic,ic_ir,alpha,beta,r_squared
composite,monthly,equal,long_only,0.1207264580635834,0.8455905562749679,0.810802323120355,-0.21976475327516662,0.5493440429567987,0.4918032786885246,0.11545065100615437,0.8137458890393702,0.39706381295708687,-0.029014601730029045,-0.1791913598559874,-0.00039935713491582545,0.8825661576771846,0.7928362775998266
composite,monthly,equal,long_short,-0.05143832486555944,-0.7848514250421011,-0.7098157139982946,-0.4154342937234481,-0.12381819614487964,0.3114754098360656,-0.05588657800795527,-0.8561805638357343,0.38939083030613375,-0.029014601730029045,-0.1791913598559874,-0.0016332306226154475,-0.21006048288567195,0.23788266535170954
composite,monthly,cap_weight,long_only,0.13603407957325175,0.9447948691967362,0.9602973558220322,-0.1961660578710777,0.6934639001750992,0.4918032786885246,0.1266650688200448,0.888225263685102,0.6969542564583553,-0.029014601730029045,-0.1791913598559874,0.0014438509463395258,0.8237706182855069,0.7035003805249341
composite,monthly,cap_weight,long_short,-0.09104713421719246,-0.9305301651527681,-0.8008191743948553,-0.6311237065530486,-0.14426194622676491,0.29508196721311475,-0.09756343344704144,-1.0027278572847016,0.5935197380721778,-0.029014601730029045,-0.1791913598559874,-0.003969135269805162,-0.28910684621335175,0.1989039018250025
composite,quarterly,equal,long_only,0.11433734882168078,0.7179424506987534,0.7498291970728593,-0.24118084157370623,0.47407309832584127,0.475,0.11171061838925933,0.7041278915897135,0.6050266024783124,-0.04924885065332019,-0.33833544629467954,-0.00500353325471691,0.9886062118458214,0.8104041112338775
composite,quarterly,equal,long_short,-0.046483793793376194,-0.7539056829401475,-0.6232258207837703,-0.3813917926227562,-0.12187937625431398,0.225,-0.04878508062377429,-0.7939266087529754,0.5970562333716368,-0.04924885065332019,-0.33833544629467954,-0.006988182823085543,-0.12008083556755032,0.09865390086751058
composite,quarterly,cap_weight,long_only,0.14186194948626207,0.8994105758041547,1.0820494991391187,-0.18321151534936272,0.7743069490787633,0.475,0.1377454204616968,0.8767528352671539,0.9302835235147462,-0.04924885065332019,-0.33833544629467954,0.006247132588151337,0.8359686571449424,0.6505672621980454
composite,quarterly,cap_weight,long_short,-0.08507656875487868,-0.7488130658821035,-0.6035837791157729,-0.6006744227427085,-0.14163507806178086,0.25,-0.08822077791608496,-0.7804061316373975,0.843256500702401,-0.04924885065332019,-0.33833544629467954,-0.010650269372778772,-0.26814775858638046,0.1502070656223169
composite,annual,equal,long_only,0.11640453060103462,0.8819446365425593,1.637780579538147,-0.09364816378664377,1.242998537229583,0.2222222222222222,0.11546219551977188,0.875590328719351,0.9410362671479382,-0.06079023715741136,-0.48484801545651574,0.0028118303973671543,0.7504247983894456,0.7790199134776747
composite,annual,equal,long_short,-0.06125843518084739,-0.6782610406868079,-0.5215161850382386,-0.4338722691769842,-0.1411900218860473,0.2222222222222222,-0.062188229689936314,-0.689198199551211,0.9261845066171692,-0.06079023715741136,-0.48484801545651574,-0.022432457479385083,-0.21695602550748397,0.17991023738941703
composite,annual,cap_weight,long_only,0.1326809781681173,0.9622969129408342,2.060498249403344,-0.07941441051626713,1.6707418377290495,0.3333333333333333,0.1312932868929364,0.9534681231210177,1.3898367087245467,-0.06079023715741136,-0.48484801545651574,0.024173746158945443,0.7230581024611347,0.6673924251203572
composite,annual,cap_weight,long_short,-0.16565301387363174,-0.7409468451943838,-0.5877005620491593,-0.8040612588455834,-0.20602038967959369,0.2222222222222222,-0.16698665717501637,-0.7473375584152402,1.275323930284691,-0.06079023715741136,-0.48484801545651574,-0.05731284479966005,-0.5251380847936562,0.20571253390219157
